# x_m,y_m,w_tr_right_m,w_tr_left_m
-195.429397,98.989358,7.000000,7.000000
-195.027790,99.683178,7.000000,7.000000
-194.626184,100.364428,7.000000,7.000000
-194.224578,101.033605,7.000000,7.000000
-193.822971,101.691171,7.000000,7.000000
-193.421365,102.337557,7.000000,7.000000
-193.019758,102.973166,7.000000,7.000000
-192.618152,103.598377,7.000000,7.000000
-192.216545,104.213545,7.000000,7.000000
-191.814939,104.819003,7.000000,7.000000
-191.413333,105.415064,7.000000,7.000000
-191.011726,106.002025,7.000000,7.000000
-190.610120,106.580166,7.000000,7.000000
-190.208513,107.149750,7.000000,7.000000
-189.806907,107.711028,7.000000,7.000000
-189.405300,108.264237,7.000000,7.000000
-189.003694,108.809601,7.000000,7.000000
-188.602088,109.347334,7.000000,7.000000
-188.200481,109.877638,7.000000,7.000000
-187.798875,110.400708,7.000000,7.000000
-187.397268,110.916728,7.000000,7.000000
-186.995662,111.425872,7.000000,7.000000
-186.594055,111.928308,7.000000,7.000000
-186.192449,112.424196,7.000000,7.000000
-185.790843,112.913690,7.000000,7.000000
-185.389236,113.396936,7.000000,7.000000
-184.987630,113.874073,7.000000,7.000000
-184.586023,114.345236,7.000000,7.000000
-184.184417,114.810555,7.000000,7.000000
-183.782810,115.270151,7.000000,7.000000
-183.381204,115.724145,7.000000,7.000000
-182.979598,116.172650,7.000000,7.000000
-182.577991,116.615776,7.000000,7.000000
-182.176385,117.053628,7.000000,7.000000
-181.774778,117.486307,7.000000,7.000000
-181.373172,117.913912,7.000000,7.000000
-180.971566,118.336537,7.000000,7.000000
-180.569959,118.754272,7.000000,7.000000
-180.168353,119.167205,7.000000,7.000000
-179.766746,119.575421,7.000000,7.000000
-179.365140,119.979002,7.000000,7.000000
-178.963533,120.378026,7.000000,7.000000
-178.561927,120.772569,7.000000,7.000000
-178.160321,121.162705,7.000000,7.000000
-177.758714,121.548507,7.000000,7.000000
-177.357108,121.930041,7.000000,7.000000
-176.955501,122.307376,7.000000,7.000000
-176.553895,122.680577,7.000000,7.000000
-176.152288,123.049705,7.000000,7.000000
-175.750682,123.414822,7.000000,7.000000
-175.349076,123.775987,7.000000,7.000000
-174.947469,124.133256,7.000000,7.000000
-174.545863,124.486686,7.000000,7.000000
-174.144256,124.836330,7.000000,7.000000
-173.742650,125.182241,7.000000,7.000000
-173.341043,125.524468,7.000000,7.000000
-172.939437,125.863063,7.000000,7.000000
-172.537831,126.198072,7.000000,7.000000
-172.136224,126.529542,7.000000,7.000000
-171.734618,126.857518,7.000000,7.000000
-171.333011,127.182045,7.000000,7.000000
-170.931405,127.503166,7.000000,7.000000
-170.529798,127.820922,7.000000,7.000000
-170.128192,128.135354,7.000000,7.000000
-169.726586,128.446502,7.000000,7.000000
-169.324979,128.754403,7.000000,7.000000
-168.923373,129.059096,7.000000,7.000000
-168.521766,129.360618,7.000000,7.000000
-168.120160,129.659003,7.000000,7.000000
-167.718553,129.954288,7.000000,7.000000
-167.316947,130.246504,7.000000,7.000000
-166.915341,130.535687,7.000000,7.000000
-166.513734,130.821867,7.000000,7.000000
-166.112128,131.105077,7.000000,7.000000
-165.710521,131.385347,7.000000,7.000000
-165.308915,131.662708,7.000000,7.000000
-164.907308,131.937187,7.000000,7.000000
-164.505702,132.208815,7.000000,7.000000
-164.104096,132.477619,7.000000,7.000000
-163.702489,132.743626,7.000000,7.000000
-163.300883,133.006863,7.000000,7.000000
-162.899276,133.267355,7.000000,7.000000
-162.497670,133.525129,7.000000,7.000000
-162.096064,133.780210,7.000000,7.000000
-161.694457,134.032620,7.000000,7.000000
-161.292851,134.282386,7.000000,7.000000
-160.891244,134.529528,7.000000,7.000000
-160.489638,134.774071,7.000000,7.000000
-160.088031,135.016037,7.000000,7.000000
-159.686425,135.255446,7.000000,7.000000
-159.284819,135.492322,7.000000,7.000000
-158.883212,135.726683,7.000000,7.000000
-158.481606,135.958552,7.000000,7.000000
-158.079999,136.187947,7.000000,7.000000
-157.678393,136.414888,7.000000,7.000000
-157.276786,136.639395,7.000000,7.000000
-156.875180,136.861486,7.000000,7.000000
-156.473574,137.081179,7.000000,7.000000
-156.071967,137.298492,7.000000,7.000000
-155.670361,137.513443,7.000000,7.000000
-155.268754,137.726050,7.000000,7.000000
-154.867148,137.936328,7.000000,7.000000
-154.465541,138.144295,7.000000,7.000000
-154.063935,138.349967,7.000000,7.000000
-153.662329,138.553359,7.000000,7.000000
-153.260722,138.754487,7.000000,7.000000
-152.859116,138.953366,7.000000,7.000000
-152.457509,139.150012,7.000000,7.000000
-152.055903,139.344439,7.000000,7.000000
-151.654296,139.536660,7.000000,7.000000
-151.252690,139.726691,7.000000,7.000000
-150.851084,139.914545,7.000000,7.000000
-150.449477,140.100236,7.000000,7.000000
-150.047871,140.283776,7.000000,7.000000
-149.646264,140.465179,7.000000,7.000000
-149.244658,140.644457,7.000000,7.000000
-148.843051,140.821624,7.000000,7.000000
-148.441445,140.996690,7.000000,7.000000
-148.039839,141.169669,7.000000,7.000000
-147.638232,141.340571,7.000000,7.000000
-147.236626,141.509409,7.000000,7.000000
-146.835019,141.676194,7.000000,7.000000
-146.433413,141.840937,7.000000,7.000000
-146.031806,142.003648,7.000000,7.000000
-145.630200,142.164339,7.000000,7.000000
-145.228594,142.323020,7.000000,7.000000
-144.826987,142.479700,7.000000,7.000000
-144.425381,142.634392,7.000000,7.000000
-144.023774,142.787103,7.000000,7.000000
-143.622168,142.937844,7.000000,7.000000
-143.220561,143.086624,7.000000,7.000000
-142.818955,143.233452,7.000000,7.000000
-142.417349,143.378339,7.000000,7.000000
-142.015742,143.521292,7.000000,7.000000
-141.614136,143.662320,7.000000,7.000000
-141.212529,143.801433,7.000000,7.000000
-140.810923,143.938638,7.000000,7.000000
-140.409317,144.073944,7.000000,7.000000
-140.007710,144.207358,7.000000,7.000000
-139.606104,144.338890,7.000000,7.000000
-139.204497,144.468546,7.000000,7.000000
-138.802891,144.596334,7.000000,7.000000
-138.401284,144.722263,7.000000,7.000000
-137.999678,144.846338,7.000000,7.000000
-137.598072,144.968568,7.000000,7.000000
-137.196465,145.088959,7.000000,7.000000
-136.794859,145.207518,7.000000,7.000000
-136.393252,145.324253,7.000000,7.000000
-135.991646,145.439169,7.000000,7.000000
-135.590039,145.552274,7.000000,7.000000
-135.188433,145.663573,7.000000,7.000000
-134.786827,145.773073,7.000000,7.000000
-134.385220,145.880780,7.000000,7.000000
-133.983614,145.986700,7.000000,7.000000
-133.582007,146.090839,7.000000,7.000000
-133.180401,146.193203,7.000000,7.000000
-132.778794,146.293797,7.000000,7.000000
-132.377188,146.392626,7.000000,7.000000
-131.975582,146.489697,7.000000,7.000000
-131.573975,146.585014,7.000000,7.000000
-131.172369,146.678582,7.000000,7.000000
-130.770762,146.770407,7.000000,7.000000
-130.369156,146.860493,7.000000,7.000000
-129.967549,146.948846,7.000000,7.000000
-129.565943,147.035469,7.000000,7.000000
-129.164337,147.120368,7.000000,7.000000
-128.762730,147.203548,7.000000,7.000000
-128.361124,147.285011,7.000000,7.000000
-127.959517,147.364763,7.000000,7.000000
-127.557911,147.442808,7.000000,7.000000
-127.156304,147.519150,7.000000,7.000000
-126.754698,147.593793,7.000000,7.000000
-126.353092,147.666741,7.000000,7.000000
-125.951485,147.737997,7.000000,7.000000
-125.549879,147.807565,7.000000,7.000000
-125.148272,147.875449,7.000000,7.000000
-124.746666,147.941652,7.000000,7.000000
-124.345059,148.006178,7.000000,7.000000
-123.943453,148.069030,7.000000,7.000000
-123.541847,148.130211,7.000000,7.000000
-123.140240,148.189724,7.000000,7.000000
-122.738634,148.247572,7.000000,7.000000
-122.337027,148.303758,7.000000,7.000000
-121.935421,148.358285,7.000000,7.000000
-121.533815,148.411156,7.000000,7.000000
-121.132208,148.462374,7.000000,7.000000
-120.730602,148.511940,7.000000,7.000000
-120.328995,148.559857,7.000000,7.000000
-119.927389,148.606128,7.000000,7.000000
-119.525782,148.650756,7.000000,7.000000
-119.124176,148.693741,7.000000,7.000000
-118.722570,148.735087,7.000000,7.000000
-118.320963,148.774795,7.000000,7.000000
-117.919357,148.812868,7.000000,7.000000
-117.517750,148.849307,7.000000,7.000000
-117.116144,148.884114,7.000000,7.000000
-116.714537,148.917290,7.000000,7.000000
-116.312931,148.948838,7.000000,7.000000
-115.911325,148.978759,7.000000,7.000000
-115.509718,149.007055,7.000000,7.000000
-115.108112,149.033726,7.000000,7.000000
-114.706505,149.058774,7.000000,7.000000
-114.304899,149.082201,7.000000,7.000000
-113.903292,149.104007,7.000000,7.000000
-113.501686,149.124193,7.000000,7.000000
-113.100080,149.142761,7.000000,7.000000
-112.698473,149.159711,7.000000,7.000000
-112.296867,149.175045,7.000000,7.000000
-111.895260,149.188762,7.000000,7.000000
-111.493654,149.200864,7.000000,7.000000
-111.092047,149.211352,7.000000,7.000000
-110.690441,149.220225,7.000000,7.000000
-110.288835,149.227484,7.000000,7.000000
-109.887228,149.233129,7.000000,7.000000
-109.485622,149.237162,7.000000,7.000000
-109.084015,149.239581,7.000000,7.000000
-108.682409,149.240388,7.000000,7.000000
-108.280802,149.239581,7.000000,7.000000
-107.879196,149.237162,7.000000,7.000000
-107.477590,149.233129,7.000000,7.000000
-107.075983,149.227484,7.000000,7.000000
-106.674377,149.220225,7.000000,7.000000
-106.272770,149.211352,7.000000,7.000000
-105.871164,149.200864,7.000000,7.000000
-105.469557,149.188762,7.000000,7.000000
-105.067951,149.175045,7.000000,7.000000
-104.666345,149.159711,7.000000,7.000000
-104.264738,149.142761,7.000000,7.000000
-103.863132,149.124193,7.000000,7.000000
-103.461525,149.104007,7.000000,7.000000
-103.059919,149.082201,7.000000,7.000000
-102.658312,149.058774,7.000000,7.000000
-102.256706,149.033726,7.000000,7.000000
-101.855100,149.007055,7.000000,7.000000
-101.453493,148.978759,7.000000,7.000000
-101.051887,148.948838,7.000000,7.000000
-100.650280,148.917290,7.000000,7.000000
-100.248674,148.884114,7.000000,7.000000
-99.847068,148.849307,7.000000,7.000000
-99.445461,148.812868,7.000000,7.000000
-99.043855,148.774795,7.000000,7.000000
-98.642248,148.735087,7.000000,7.000000
-98.240642,148.693741,7.000000,7.000000
-97.839035,148.650756,7.000000,7.000000
-97.437429,148.606128,7.000000,7.000000
-97.035823,148.559857,7.000000,7.000000
-96.634216,148.511940,7.000000,7.000000
-96.232610,148.462374,7.000000,7.000000
-95.831003,148.411156,7.000000,7.000000
-95.429397,148.358285,7.000000,7.000000
-95.027790,148.303758,7.000000,7.000000
-94.626184,148.247572,7.000000,7.000000
-94.224578,148.189724,7.000000,7.000000
-93.822971,148.130211,7.000000,7.000000
-93.421365,148.069030,7.000000,7.000000
-93.019758,148.006178,7.000000,7.000000
-92.618152,147.941652,7.000000,7.000000
-92.216545,147.875449,7.000000,7.000000
-91.814939,147.807565,7.000000,7.000000
-91.413333,147.737997,7.000000,7.000000
-91.011726,147.666741,7.000000,7.000000
-90.610120,147.593793,7.000000,7.000000
-90.208513,147.519150,7.000000,7.000000
-89.806907,147.442808,7.000000,7.000000
-89.405300,147.364763,7.000000,7.000000
-89.003694,147.285011,7.000000,7.000000
-88.602088,147.203548,7.000000,7.000000
-88.200481,147.120368,7.000000,7.000000
-87.798875,147.035469,7.000000,7.000000
-87.397268,146.948846,7.000000,7.000000
-86.995662,146.860493,7.000000,7.000000
-86.594055,146.770407,7.000000,7.000000
-86.192449,146.678582,7.000000,7.000000
-85.790843,146.585014,7.000000,7.000000
-85.389236,146.489697,7.000000,7.000000
-84.987630,146.392626,7.000000,7.000000
-84.586023,146.293797,7.000000,7.000000
-84.184417,146.193203,7.000000,7.000000
-83.782810,146.090839,7.000000,7.000000
-83.381204,145.986700,7.000000,7.000000
-82.979598,145.880780,7.000000,7.000000
-82.577991,145.773073,7.000000,7.000000
-82.176385,145.663573,7.000000,7.000000
-81.774778,145.552274,7.000000,7.000000
-81.373172,145.439169,7.000000,7.000000
-80.971566,145.324253,7.000000,7.000000
-80.569959,145.207518,7.000000,7.000000
-80.168353,145.088959,7.000000,7.000000
-79.766746,144.968568,7.000000,7.000000
-79.365140,144.846338,7.000000,7.000000
-78.963533,144.722263,7.000000,7.000000
-78.561927,144.596334,7.000000,7.000000
-78.160321,144.468546,7.000000,7.000000
-77.758714,144.338890,7.000000,7.000000
-77.357108,144.207358,7.000000,7.000000
-76.955501,144.073944,7.000000,7.000000
-76.553895,143.938638,7.000000,7.000000
-76.152288,143.801433,7.000000,7.000000
-75.750682,143.662320,7.000000,7.000000
-75.349076,143.521292,7.000000,7.000000
-74.947469,143.378339,7.000000,7.000000
-74.545863,143.233452,7.000000,7.000000
-74.144256,143.086624,7.000000,7.000000
-73.742650,142.937844,7.000000,7.000000
-73.341043,142.787103,7.000000,7.000000
-72.939437,142.634392,7.000000,7.000000
-72.537831,142.479700,7.000000,7.000000
-72.136224,142.323020,7.000000,7.000000
-71.734618,142.164339,7.000000,7.000000
-71.333011,142.003648,7.000000,7.000000
-70.931405,141.840937,7.000000,7.000000
-70.529798,141.676194,7.000000,7.000000
-70.128192,141.509409,7.000000,7.000000
-69.726586,141.340571,7.000000,7.000000
-69.324979,141.169669,7.000000,7.000000
-68.923373,140.996690,7.000000,7.000000
-68.521766,140.821624,7.000000,7.000000
-68.120160,140.644457,7.000000,7.000000
-67.718553,140.465179,7.000000,7.000000
-67.316947,140.283776,7.000000,7.000000
-66.915341,140.100236,7.000000,7.000000
-66.513734,139.914545,7.000000,7.000000
-66.112128,139.726691,7.000000,7.000000
-65.710521,139.536660,7.000000,7.000000
-65.308915,139.344439,7.000000,7.000000
-64.907308,139.150012,7.000000,7.000000
-64.505702,138.953366,7.000000,7.000000
-64.104096,138.754487,7.000000,7.000000
-63.702489,138.553359,7.000000,7.000000
-63.300883,138.349967,7.000000,7.000000
-62.899276,138.144295,7.000000,7.000000
-62.497670,137.936328,7.000000,7.000000
-62.096064,137.726050,7.000000,7.000000
-61.694457,137.513443,7.000000,7.000000
-61.292851,137.298492,7.000000,7.000000
-60.891244,137.081179,7.000000,7.000000
-60.489638,136.861486,7.000000,7.000000
-60.088031,136.639395,7.000000,7.000000
-59.686425,136.414888,7.000000,7.000000
-59.284819,136.187947,7.000000,7.000000
-58.883212,135.958552,7.000000,7.000000
-58.481606,135.726683,7.000000,7.000000
-58.079999,135.492322,7.000000,7.000000
-57.678393,135.255446,7.000000,7.000000
-57.276786,135.016037,7.000000,7.000000
-56.875180,134.774071,7.000000,7.000000
-56.473574,134.529528,7.000000,7.000000
-56.071967,134.282386,7.000000,7.000000
-55.670361,134.032620,7.000000,7.000000
-55.268754,133.780210,7.000000,7.000000
-54.867148,133.525129,7.000000,7.000000
-54.465541,133.267355,7.000000,7.000000
-54.063935,133.006863,7.000000,7.000000
-53.662329,132.743626,7.000000,7.000000
-53.260722,132.477619,7.000000,7.000000
-52.859116,132.208815,7.000000,7.000000
-52.457509,131.937187,7.000000,7.000000
-52.055903,131.662708,7.000000,7.000000
-51.654296,131.385347,7.000000,7.000000
-51.252690,131.105077,7.000000,7.000000
-50.851084,130.821867,7.000000,7.000000
-50.449477,130.535687,7.000000,7.000000
-50.047871,130.246504,7.000000,7.000000
-49.646264,129.954288,7.000000,7.000000
-49.244658,129.659003,7.000000,7.000000
-48.843051,129.360618,7.000000,7.000000
-48.441445,129.059096,7.000000,7.000000
-48.039839,128.754403,7.000000,7.000000
-47.638232,128.446502,7.000000,7.000000
-47.236626,128.135354,7.000000,7.000000
-46.835019,127.820922,7.000000,7.000000
-46.433413,127.503166,7.000000,7.000000
-46.031806,127.182045,7.000000,7.000000
-45.630200,126.857518,7.000000,7.000000
-45.228594,126.529542,7.000000,7.000000
-44.826987,126.198072,7.000000,7.000000
-44.425381,125.863063,7.000000,7.000000
-44.023774,125.524468,7.000000,7.000000
-43.622168,125.182241,7.000000,7.000000
-43.220561,124.836330,7.000000,7.000000
-42.818955,124.486686,7.000000,7.000000
-42.417349,124.133256,7.000000,7.000000
-42.015742,123.775987,7.000000,7.000000
-41.614136,123.414822,7.000000,7.000000
-41.212529,123.049705,7.000000,7.000000
-40.810923,122.680577,7.000000,7.000000
-40.409317,122.307376,7.000000,7.000000
-40.007710,121.930041,7.000000,7.000000
-39.606104,121.548507,7.000000,7.000000
-39.204497,121.162705,7.000000,7.000000
-38.802891,120.772569,7.000000,7.000000
-38.401284,120.378026,7.000000,7.000000
-37.999678,119.979002,7.000000,7.000000
-37.598072,119.575421,7.000000,7.000000
-37.196465,119.167205,7.000000,7.000000
-36.794859,118.754272,7.000000,7.000000
-36.393252,118.336537,7.000000,7.000000
-35.991646,117.913912,7.000000,7.000000
-35.590039,117.486307,7.000000,7.000000
-35.188433,117.053628,7.000000,7.000000
-34.786827,116.615776,7.000000,7.000000
-34.385220,116.172650,7.000000,7.000000
-33.983614,115.724145,7.000000,7.000000
-33.582007,115.270151,7.000000,7.000000
-33.180401,114.810555,7.000000,7.000000
-32.778794,114.345236,7.000000,7.000000
-32.377188,113.874073,7.000000,7.000000
-31.975582,113.396936,7.000000,7.000000
-31.573975,112.913690,7.000000,7.000000
-31.172369,112.424196,7.000000,7.000000
-30.770762,111.928308,7.000000,7.000000
-30.369156,111.425872,7.000000,7.000000
-29.967549,110.916728,7.000000,7.000000
-29.565943,110.400708,7.000000,7.000000
-29.164337,109.877638,7.000000,7.000000
-28.762730,109.347334,7.000000,7.000000
-28.361124,108.809601,7.000000,7.000000
-27.959517,108.264237,7.000000,7.000000
-27.557911,107.711028,7.000000,7.000000
-27.156304,107.149750,7.000000,7.000000
-26.754698,106.580166,7.000000,7.000000
-26.353092,106.002025,7.000000,7.000000
-25.951485,105.415064,7.000000,7.000000
-25.549879,104.819003,7.000000,7.000000
-25.148272,104.213545,7.000000,7.000000
-24.746666,103.598377,7.000000,7.000000
-24.345059,102.973166,7.000000,7.000000
-23.943453,102.337557,7.000000,7.000000
-23.541847,101.691171,7.000000,7.000000
-23.140240,101.033605,7.000000,7.000000
-22.738634,100.364428,7.000000,7.000000
-22.337027,99.683178,7.000000,7.000000
-21.935421,98.989358,7.000000,7.000000
-21.533815,98.282436,7.000000,7.000000
-21.132208,97.561836,7.000000,7.000000
-20.730602,96.826936,7.000000,7.000000
-20.328995,96.077064,7.000000,7.000000
-19.927389,95.311489,7.000000,7.000000
-19.525782,94.529414,7.000000,7.000000
-19.124176,93.729970,7.000000,7.000000
-18.722570,92.912201,7.000000,7.000000
-18.320963,92.075060,7.000000,7.000000
-17.919357,91.217386,7.000000,7.000000
-17.517750,90.337894,7.000000,7.000000
-17.116144,89.435152,7.000000,7.000000
-16.714537,88.507557,7.000000,7.000000
-16.312931,87.553304,7.000000,7.000000
-15.911325,86.570348,7.000000,7.000000
-15.509718,85.556358,7.000000,7.000000
-15.108112,84.508658,7.000000,7.000000
-14.706505,83.424149,7.000000,7.000000
-14.304899,82.299208,7.000000,7.000000
-13.903292,81.129556,7.000000,7.000000
-13.501686,79.910079,7.000000,7.000000
-13.100080,78.634576,7.000000,7.000000
-12.698473,77.295406,7.000000,7.000000
-12.296867,75.882971,7.000000,7.000000
-11.895260,74.384927,7.000000,7.000000
-11.493654,72.784939,7.000000,7.000000
-11.092047,71.060593,7.000000,7.000000
-10.690441,69.179651,7.000000,7.000000
-10.288835,67.092685,7.000000,7.000000
-9.887228,64.716571,7.000000,7.000000
-9.485622,61.889396,7.000000,7.000000
-9.084015,58.193599,7.000000,7.000000
-8.682409,49.240388,7.000000,7.000000
-8.682409,49.240388,7.000000,7.000000
-8.647540,49.042635,7.000000,7.000000
-8.612671,48.844883,7.000000,7.000000
-8.577802,48.647130,7.000000,7.000000
-8.542932,48.449377,7.000000,7.000000
-8.508063,48.251625,7.000000,7.000000
-8.473194,48.053872,7.000000,7.000000
-8.438325,47.856120,7.000000,7.000000
-8.403456,47.658367,7.000000,7.000000
-8.368587,47.460615,7.000000,7.000000
-8.333718,47.262862,7.000000,7.000000
-8.298849,47.065109,7.000000,7.000000
-8.263980,46.867357,7.000000,7.000000
-8.229110,46.669604,7.000000,7.000000
-8.194241,46.471852,7.000000,7.000000
-8.159372,46.274099,7.000000,7.000000
-8.124503,46.076347,7.000000,7.000000
-8.089634,45.878594,7.000000,7.000000
-8.054765,45.680842,7.000000,7.000000
-8.019896,45.483089,7.000000,7.000000
-7.985027,45.285336,7.000000,7.000000
-7.950158,45.087584,7.000000,7.000000
-7.915288,44.889831,7.000000,7.000000
-7.880419,44.692079,7.000000,7.000000
-7.845550,44.494326,7.000000,7.000000
-7.810681,44.296574,7.000000,7.000000
-7.775812,44.098821,7.000000,7.000000
-7.740943,43.901069,7.000000,7.000000
-7.706074,43.703316,7.000000,7.000000
-7.671205,43.505563,7.000000,7.000000
-7.636336,43.307811,7.000000,7.000000
-7.601466,43.110058,7.000000,7.000000
-7.566597,42.912306,7.000000,7.000000
-7.531728,42.714553,7.000000,7.000000
-7.496859,42.516801,7.000000,7.000000
-7.461990,42.319048,7.000000,7.000000
-7.427121,42.121295,7.000000,7.000000
-7.392252,41.923543,7.000000,7.000000
-7.357383,41.725790,7.000000,7.000000
-7.322514,41.528038,7.000000,7.000000
-7.287644,41.330285,7.000000,7.000000
-7.252775,41.132533,7.000000,7.000000
-7.217906,40.934780,7.000000,7.000000
-7.183037,40.737028,7.000000,7.000000
-7.148168,40.539275,7.000000,7.000000
-7.113299,40.341522,7.000000,7.000000
-7.078430,40.143770,7.000000,7.000000
-7.043561,39.946017,7.000000,7.000000
-7.008692,39.748265,7.000000,7.000000
-6.973822,39.550512,7.000000,7.000000
-6.938953,39.352760,7.000000,7.000000
-6.904084,39.155007,7.000000,7.000000
-6.869215,38.957254,7.000000,7.000000
-6.834346,38.759502,7.000000,7.000000
-6.799477,38.561749,7.000000,7.000000
-6.764608,38.363997,7.000000,7.000000
-6.729739,38.166244,7.000000,7.000000
-6.694870,37.968492,7.000000,7.000000
-6.660000,37.770739,7.000000,7.000000
-6.625131,37.572987,7.000000,7.000000
-6.590262,37.375234,7.000000,7.000000
-6.555393,37.177481,7.000000,7.000000
-6.520524,36.979729,7.000000,7.000000
-6.485655,36.781976,7.000000,7.000000
-6.450786,36.584224,7.000000,7.000000
-6.415917,36.386471,7.000000,7.000000
-6.381047,36.188719,7.000000,7.000000
-6.346178,35.990966,7.000000,7.000000
-6.311309,35.793214,7.000000,7.000000
-6.276440,35.595461,7.000000,7.000000
-6.241571,35.397708,7.000000,7.000000
-6.206702,35.199956,7.000000,7.000000
-6.171833,35.002203,7.000000,7.000000
-6.136964,34.804451,7.000000,7.000000
-6.102095,34.606698,7.000000,7.000000
-6.067225,34.408946,7.000000,7.000000
-6.032356,34.211193,7.000000,7.000000
-5.997487,34.013440,7.000000,7.000000
-5.962618,33.815688,7.000000,7.000000
-5.927749,33.617935,7.000000,7.000000
-5.892880,33.420183,7.000000,7.000000
-5.858011,33.222430,7.000000,7.000000
-5.823142,33.024678,7.000000,7.000000
-5.788273,32.826925,7.000000,7.000000
-5.753403,32.629173,7.000000,7.000000
-5.718534,32.431420,7.000000,7.000000
-5.683665,32.233667,7.000000,7.000000
-5.648796,32.035915,7.000000,7.000000
-5.613927,31.838162,7.000000,7.000000
-5.579058,31.640410,7.000000,7.000000
-5.544189,31.442657,7.000000,7.000000
-5.509320,31.244905,7.000000,7.000000
-5.474451,31.047152,7.000000,7.000000
-5.439581,30.849399,7.000000,7.000000
-5.404712,30.651647,7.000000,7.000000
-5.369843,30.453894,7.000000,7.000000
-5.334974,30.256142,7.000000,7.000000
-5.300105,30.058389,7.000000,7.000000
-5.265236,29.860637,7.000000,7.000000
-5.230367,29.662884,7.000000,7.000000
-5.195498,29.465132,7.000000,7.000000
-5.160629,29.267379,7.000000,7.000000
-5.125759,29.069626,7.000000,7.000000
-5.090890,28.871874,7.000000,7.000000
-5.056021,28.674121,7.000000,7.000000
-5.021152,28.476369,7.000000,7.000000
-4.986283,28.278616,7.000000,7.000000
-4.951414,28.080864,7.000000,7.000000
-4.916545,27.883111,7.000000,7.000000
-4.881676,27.685359,7.000000,7.000000
-4.846807,27.487606,7.000000,7.000000
-4.811937,27.289853,7.000000,7.000000
-4.777068,27.092101,7.000000,7.000000
-4.742199,26.894348,7.000000,7.000000
-4.707330,26.696596,7.000000,7.000000
-4.672461,26.498843,7.000000,7.000000
-4.637592,26.301091,7.000000,7.000000
-4.602723,26.103338,7.000000,7.000000
-4.567854,25.905585,7.000000,7.000000
-4.532985,25.707833,7.000000,7.000000
-4.498115,25.510080,7.000000,7.000000
-4.463246,25.312328,7.000000,7.000000
-4.428377,25.114575,7.000000,7.000000
-4.393508,24.916823,7.000000,7.000000
-4.358639,24.719070,7.000000,7.000000
-4.323770,24.521318,7.000000,7.000000
-4.288901,24.323565,7.000000,7.000000
-4.254032,24.125812,7.000000,7.000000
-4.219163,23.928060,7.000000,7.000000
-4.184293,23.730307,7.000000,7.000000
-4.149424,23.532555,7.000000,7.000000
-4.114555,23.334802,7.000000,7.000000
-4.079686,23.137050,7.000000,7.000000
-4.044817,22.939297,7.000000,7.000000
-4.009948,22.741544,7.000000,7.000000
-3.975079,22.543792,7.000000,7.000000
-3.940210,22.346039,7.000000,7.000000
-3.905341,22.148287,7.000000,7.000000
-3.870471,21.950534,7.000000,7.000000
-3.835602,21.752782,7.000000,7.000000
-3.800733,21.555029,7.000000,7.000000
-3.765864,21.357277,7.000000,7.000000
-3.730995,21.159524,7.000000,7.000000
-3.696126,20.961771,7.000000,7.000000
-3.661257,20.764019,7.000000,7.000000
-3.626388,20.566266,7.000000,7.000000
-3.591519,20.368514,7.000000,7.000000
-3.556649,20.170761,7.000000,7.000000
-3.521780,19.973009,7.000000,7.000000
-3.486911,19.775256,7.000000,7.000000
-3.452042,19.577504,7.000000,7.000000
-3.417173,19.379751,7.000000,7.000000
-3.382304,19.181998,7.000000,7.000000
-3.347435,18.984246,7.000000,7.000000
-3.312566,18.786493,7.000000,7.000000
-3.277697,18.588741,7.000000,7.000000
-3.242827,18.390988,7.000000,7.000000
-3.207958,18.193236,7.000000,7.000000
-3.173089,17.995483,7.000000,7.000000
-3.138220,17.797730,7.000000,7.000000
-3.103351,17.599978,7.000000,7.000000
-3.068482,17.402225,7.000000,7.000000
-3.033613,17.204473,7.000000,7.000000
-2.998744,17.006720,7.000000,7.000000
-2.963875,16.808968,7.000000,7.000000
-2.929005,16.611215,7.000000,7.000000
-2.894136,16.413463,7.000000,7.000000
-2.859267,16.215710,7.000000,7.000000
-2.824398,16.017957,7.000000,7.000000
-2.789529,15.820205,7.000000,7.000000
-2.754660,15.622452,7.000000,7.000000
-2.719791,15.424700,7.000000,7.000000
-2.684922,15.226947,7.000000,7.000000
-2.650053,15.029195,7.000000,7.000000
-2.615183,14.831442,7.000000,7.000000
-2.580314,14.633690,7.000000,7.000000
-2.545445,14.435937,7.000000,7.000000
-2.510576,14.238184,7.000000,7.000000
-2.475707,14.040432,7.000000,7.000000
-2.440838,13.842679,7.000000,7.000000
-2.405969,13.644927,7.000000,7.000000
-2.371100,13.447174,7.000000,7.000000
-2.336231,13.249422,7.000000,7.000000
-2.301361,13.051669,7.000000,7.000000
-2.266492,12.853916,7.000000,7.000000
-2.231623,12.656164,7.000000,7.000000
-2.196754,12.458411,7.000000,7.000000
-2.161885,12.260659,7.000000,7.000000
-2.127016,12.062906,7.000000,7.000000
-2.092147,11.865154,7.000000,7.000000
-2.057278,11.667401,7.000000,7.000000
-2.022408,11.469649,7.000000,7.000000
-1.987539,11.271896,7.000000,7.000000
-1.952670,11.074143,7.000000,7.000000
-1.917801,10.876391,7.000000,7.000000
-1.882932,10.678638,7.000000,7.000000
-1.848063,10.480886,7.000000,7.000000
-1.813194,10.283133,7.000000,7.000000
-1.778325,10.085381,7.000000,7.000000
